creative_id,scheduled_date,time_slot,series,hook,beat1_prompt,beat2_prompt,beat3_prompt,ref_url,status,rendered_at
BARKLEY-D11-MOR,2026-10-01,morning,barkley,The cat next door has an alibi. It stinks.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character flips through a small notebook, sniffs the air, says the hook. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character holds up a photo of an empty fishbowl and says: The witness claims she was napping. The bowl claims otherwise.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character narrows his eyes at camera and says: In this town, tuna breath is a confession.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/barkley_ref.png,queued,
BARKLEY-D11-EVE,2026-10-01,evening,barkley,The cat next door has an alibi. It stinks.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character flips through a small notebook, sniffs the air, says the hook. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character holds up a photo of an empty fishbowl and says: The witness claims she was napping. The bowl claims otherwise.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character narrows his eyes at camera and says: In this town, tuna breath is a confession.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/barkley_ref.png,queued,
MILO2-D12-MOR,2026-10-02,morning,milo2,The office coffee machine started leaving passive-aggressive notes.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character stares at the coffee machine, which has a Post-It on it, and says the hook to camera. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character reads the Post-It out loud and says: 'Descale me or perish.' That's a threat, Karen.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sips from a mug with a smug expression and says: I brought my own French press. The pigeon consulted.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo2_ref.png,queued,
MILO2-D12-EVE,2026-10-02,evening,milo2,The office coffee machine started leaving passive-aggressive notes.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character stares at the coffee machine, which has a Post-It on it, and says the hook to camera. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character reads the Post-It out loud and says: 'Descale me or perish.' That's a threat, Karen.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sips from a mug with a smug expression and says: I brought my own French press. The pigeon consulted.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo2_ref.png,queued,
MILO-D13-MOR,2026-10-03,morning,milo,My performance review had a whole section on 'attitude'.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sits across from an empty chair at his desk, deadpan, and says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character flips a page in his review with a claw and says: Apparently 'sleeping through Q2' is not, quote, a personality.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character leans on the desk and says: I've decided to unionize. There are already three cats and a pigeon.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo_ref.png,queued,
MILO-D13-EVE,2026-10-03,evening,milo,My performance review had a whole section on 'attitude'.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sits across from an empty chair at his desk, deadpan, and says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character flips a page in his review with a claw and says: Apparently 'sleeping through Q2' is not, quote, a personality.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character leans on the desk and says: I've decided to unionize. There are already three cats and a pigeon.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo_ref.png,queued,
RITA-D14-MOR,2026-10-04,morning,rita,A raccoon influencer moved onto the block.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character watches a shinier raccoon posing for a phone on a fence, says the hook. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character narrows her eyes and says: She has a ring light. In an alley. This is a war crime.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character smiles slyly at camera as the ring light flickers off, and says: Batteries are so temperamental, aren't they?. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/rita_ref.png,queued,
RITA-D14-EVE,2026-10-04,evening,rita,A raccoon influencer moved onto the block.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character watches a shinier raccoon posing for a phone on a fence, says the hook. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character narrows her eyes and says: She has a ring light. In an alley. This is a war crime.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character smiles slyly at camera as the ring light flickers off, and says: Batteries are so temperamental, aren't they?. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/rita_ref.png,queued,
BARKLEY-D15-MOR,2026-10-05,morning,barkley,The pigeon lawyered up.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character leans on his desk with a coffee cup, hardboiled, says the hook. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character opens a folder that says PIGEON, INC. and says: His counsel is a very well-dressed magpie. I don't trust her hat.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character puts on sunglasses at his own desk and says: Court's at nine. Bring bagels. And bail money.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/barkley_ref.png,queued,
BARKLEY-D15-EVE,2026-10-05,evening,barkley,The pigeon lawyered up.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character leans on his desk with a coffee cup, hardboiled, says the hook. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character opens a folder that says PIGEON, INC. and says: His counsel is a very well-dressed magpie. I don't trust her hat.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character puts on sunglasses at his own desk and says: Court's at nine. Bring bagels. And bail money.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/barkley_ref.png,queued,
MILO2-D16-MOR,2026-10-06,morning,milo2,My cat-boss started micromanaging my nap schedule.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sits stiffly at his desk with a spreadsheet titled NAP LOG open, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character highlights a cell that says 12:04 - 12:47 UNAPPROVED DOZE and says: This is a hostile work environment. Also I don't remember 12:04.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character smiles into the camera and says: Good news — the pigeon is now my union rep.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo2_ref.png,queued,
MILO2-D16-EVE,2026-10-06,evening,milo2,My cat-boss started micromanaging my nap schedule.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sits stiffly at his desk with a spreadsheet titled NAP LOG open, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character highlights a cell that says 12:04 - 12:47 UNAPPROVED DOZE and says: This is a hostile work environment. Also I don't remember 12:04.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character smiles into the camera and says: Good news — the pigeon is now my union rep.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo2_ref.png,queued,
MILO-D17-MOR,2026-10-07,morning,milo,IT sent an email about 'suspicious activity from your workstation'.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sits at his desk looking innocent, keyboard covered in tuna, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character opens the email with a claw and reads: 'You logged in from Ohio at 3am.' I have never been to Ohio. I have been to the fridge.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character leans back with paws crossed and says: The pigeon uses my badge sometimes. He has commitments.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo_ref.png,queued,
MILO-D17-EVE,2026-10-07,evening,milo,IT sent an email about 'suspicious activity from your workstation'.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sits at his desk looking innocent, keyboard covered in tuna, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character opens the email with a claw and reads: 'You logged in from Ohio at 3am.' I have never been to Ohio. I have been to the fridge.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character leans back with paws crossed and says: The pigeon uses my badge sometimes. He has commitments.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo_ref.png,queued,
RITA-D18-MOR,2026-10-08,morning,rita,There's a new food-delivery robot in the neighborhood.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character hides behind a bush watching a small delivery bot roll past, says the hook. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character sniffs its wheels and says: It smells like burritos and betrayal.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character poses beside the bot with a burrito, grinning at camera, and says: Turns out its Achilles heel is a curb and a friendly smile.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/rita_ref.png,queued,
RITA-D18-EVE,2026-10-08,evening,rita,There's a new food-delivery robot in the neighborhood.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character hides behind a bush watching a small delivery bot roll past, says the hook. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character sniffs its wheels and says: It smells like burritos and betrayal.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single clever raccoon, dark eye mask, small pink backpack. Character poses beside the bot with a burrito, grinning at camera, and says: Turns out its Achilles heel is a curb and a friendly smile.. The character speaks in a confident, mischievous female raccoon voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/rita_ref.png,queued,
BARKLEY-D19-MOR,2026-10-09,morning,barkley,The client wants me to tail her husband. He tails easy.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character leans against a lamppost in a rumpled trench coat, hardboiled, says the hook. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character flips open a small notebook and says: Subject visited a florist, a bakery, and a jeweler. Something is very wrong.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character tips his hat toward the camera and says: Or very right. That's the problem with love — the paperwork is identical.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/barkley_ref.png,queued,
BARKLEY-D19-EVE,2026-10-09,evening,barkley,The client wants me to tail her husband. He tails easy.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character leans against a lamppost in a rumpled trench coat, hardboiled, says the hook. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character flips open a small notebook and says: Subject visited a florist, a bakery, and a jeweler. Something is very wrong.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single golden retriever detective, rumpled trench coat, fedora tilted low. Character tips his hat toward the camera and says: Or very right. That's the problem with love — the paperwork is identical.. The character speaks in a hardboiled, gravelly male dog voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/barkley_ref.png,queued,
MILO2-D20-MOR,2026-10-10,morning,milo2,Accounting flagged my snack expenses.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sits with a printed spreadsheet titled 'Q3 SNACKS' in his paws, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character underlines a line item labeled TUNA-RELATED and says: These were, quote, 'team-building tuna'. Kevin ate three of them.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character leans toward the camera and says: The pigeon confirmed it in writing. In pigeon.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo2_ref.png,queued,
MILO2-D20-EVE,2026-10-10,evening,milo2,Accounting flagged my snack expenses.,"Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character sits with a printed spreadsheet titled 'Q3 SNACKS' in his paws, says the hook. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character underlines a line item labeled TUNA-RELATED and says: These were, quote, 'team-building tuna'. Kevin ate three of them.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.","Cartoonish 3D animated vertical 9:16 video, Pixar-style. The reference image is the ONLY main character on camera in this scene: single fluffy orange tabby cat, big green eyes, small white chest, loose sky-blue tie. Character leans toward the camera and says: The pigeon confirmed it in writing. In pigeon.. The character speaks in a slightly whiny, deadpan, put-upon male cat voice, mouth in sync. Exaggerated cartoon expressions, warm lighting. No other characters speak in this scene. No other characters appear on camera unless described.",https://raw.githubusercontent.com/dkgrissom-tech/Ora-auto/main/brands/toolstack/assets/refs/milo2_ref.png,queued,
