creative_id,scheduled_date,time_slot,hook_type,hook,caption,tags,pinterest_title,script,scene1_start,scene1_end,scene1_prompt,scene2_start,scene2_end,scene2_prompt,scene3_start,scene3_end,scene3_prompt,scene4_start,scene4_end,scene4_prompt,status,rendered_at
HH-D14-MOR,2026-10-06,morning,pov,Dana asked for a library card. She left with more than that.,Dana asked for a library card. She left with more than that.,#BookTok #Romance #CedarHollow #HandyHearts #DKGrissom #BookLovers,Handy Hearts: Dana asked for a library card. She left with more than that,Dana walked into Cedar Hollow with a suitcase and a plan. The plan lasted about four days. Handy Hearts. Coming soon from D.K. Grissom.,0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: weathered blue-collar carpenter hands working with a hammer on wood on a covered porch, warm evening light, sawdust in the air. No text, no books, no author names.",8.0,12.0,"Vertical warm interior shot: small-town library with tall wooden shelves, soft afternoon light streaming through arched windows, a single reading chair by a window, wildflowers on a table. No text, no books visible on shelves, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D14-EVE,2026-10-06,evening,trope,Handyman-turns-hero. Librarian who sees him first.,Handyman-turns-hero. Librarian who sees him first.,#BookTok #SlowBurn #GrumpySunshine #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Handyman-turns-hero. Librarian who sees him first,"The handyman who fixes everything but himself. The librarian who saw him first. If that's your kind of story, Handy Hearts is your next one. Coming soon from D.K. Grissom.",0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: a leather tool belt, hammer, and coiled measuring tape resting on weathered wooden porch boards, golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wooden rocking chair on a covered Southern porch at sunset, two mismatched coffee mugs on a small table, wildflowers in a mason jar. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D15-MOR,2026-10-07,morning,beat,Love doesn't fix you. It stands beside you while you fix yourself.,Love doesn't fix you. It stands beside you while you fix yourself.,#BookTok #Romance #HealingLove #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Love doesn't fix you. It stands beside you while you fix yourself,"Love doesn't fix you. It stands beside you on a porch in Cedar Hollow while you fix yourself, one board at a time. Handy Hearts. Coming soon from D.K. Grissom.",0.0,4.0,"Vertical shot: a wildflower meadow at dusk with fireflies rising, warm amber glow on the horizon, distant lights of a small town. No text, no books, no author names.",4.0,8.0,"Vertical wide shot of an old wooden Southern porch in disrepair, weathered peeling paint, a broken step board and sagging railing, wildflowers growing around the base, warm golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wooden rocking chair on a covered Southern porch at sunset, two mismatched coffee mugs on a small table, wildflowers in a mason jar. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D15-EVE,2026-10-07,evening,countdown,The launch is close.,The launch is close.,#ComingSoon #BookTok #NewRelease #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: The launch is close,"The launch is close. Handy Hearts, Book One in the Cedar Hollow romance series, is almost here. From D.K. Grissom. Coming soon.",0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical shot: an old red pickup truck driving down a country dirt road past wildflower fields at golden hour, Cedar Hollow town sign in the distance. No text, no books, no author names.",8.0,12.0,"Vertical shot: a small white Southern church steeple against a burning orange sunset, wildflowers in the foreground, warm painterly light. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D16-MOR,2026-10-08,morning,vibe,This is a Cedar Hollow love story.,This is a Cedar Hollow love story.,#BookTok #SmallTownRomance #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: This is a Cedar Hollow love story,This is a Cedar Hollow love story. Slow. Warm. A little bit broken. Handy Hearts. Book One. Coming soon from D.K. Grissom.,0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical wide shot of an old wooden Southern porch in disrepair, weathered peeling paint, a broken step board and sagging railing, wildflowers growing around the base, warm golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wildflower meadow at dusk with fireflies rising, warm amber glow on the horizon, distant lights of a small town. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D16-EVE,2026-10-08,evening,pov,The whole town noticed before they did.,The whole town noticed before they did.,#BookTok #Romance #CedarHollow #HandyHearts #DKGrissom #BookLovers,Handy Hearts: The whole town noticed before they did,The whole town noticed before they did. That's how it works in Cedar Hollow. Handy Hearts. Coming soon from D.K. Grissom.,0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: weathered blue-collar carpenter hands working with a hammer on wood on a covered porch, warm evening light, sawdust in the air. No text, no books, no author names.",8.0,12.0,"Vertical warm interior shot: small-town library with tall wooden shelves, soft afternoon light streaming through arched windows, a single reading chair by a window, wildflowers on a table. No text, no books visible on shelves, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D17-MOR,2026-10-09,morning,trope,Slow burn. Sweet payoff. Southern porch.,Slow burn. Sweet payoff. Southern porch.,#BookTok #SlowBurn #GrumpySunshine #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Slow burn. Sweet payoff. Southern porch,"Slow burn. Sweet payoff. A Southern porch, a broken step, and a widowed carpenter who finally looked up. Handy Hearts. Coming soon from D.K. Grissom.",0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: a leather tool belt, hammer, and coiled measuring tape resting on weathered wooden porch boards, golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wooden rocking chair on a covered Southern porch at sunset, two mismatched coffee mugs on a small table, wildflowers in a mason jar. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D17-EVE,2026-10-09,evening,beat,Some people fix houses. Some people fix each other.,Some people fix houses. Some people fix each other.,#BookTok #Romance #HealingLove #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Some people fix houses. Some people fix each other,"Some people fix houses. Some people fix each other. In Cedar Hollow, sometimes it's the same person. Handy Hearts. Coming soon from D.K. Grissom.",0.0,4.0,"Vertical shot: a wildflower meadow at dusk with fireflies rising, warm amber glow on the horizon, distant lights of a small town. No text, no books, no author names.",4.0,8.0,"Vertical wide shot of an old wooden Southern porch in disrepair, weathered peeling paint, a broken step board and sagging railing, wildflowers growing around the base, warm golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wooden rocking chair on a covered Southern porch at sunset, two mismatched coffee mugs on a small table, wildflowers in a mason jar. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D18-MOR,2026-10-10,morning,pov,He hadn't touched the porch swing in three years.,He hadn't touched the porch swing in three years.,#BookTok #Romance #CedarHollow #HandyHearts #DKGrissom #BookLovers,Handy Hearts: He hadn't touched the porch swing in three years,He hadn't touched the porch swing in three years. Then Dana asked why. Handy Hearts. Coming soon from D.K. Grissom.,0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: weathered blue-collar carpenter hands working with a hammer on wood on a covered porch, warm evening light, sawdust in the air. No text, no books, no author names.",8.0,12.0,"Vertical warm interior shot: small-town library with tall wooden shelves, soft afternoon light streaming through arched windows, a single reading chair by a window, wildflowers on a table. No text, no books visible on shelves, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D18-EVE,2026-10-10,evening,vibe,Cedar Hollow. Book One. Handy Hearts.,Cedar Hollow. Book One. Handy Hearts.,#BookTok #SmallTownRomance #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Cedar Hollow. Book One. Handy Hearts,Cedar Hollow. Population eight hundred. Book One is Handy Hearts. And it starts with a broken porch. Coming soon from D.K. Grissom.,0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical wide shot of an old wooden Southern porch in disrepair, weathered peeling paint, a broken step board and sagging railing, wildflowers growing around the base, warm golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wildflower meadow at dusk with fireflies rising, warm amber glow on the horizon, distant lights of a small town. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D19-MOR,2026-10-11,morning,pov,The librarian brought casseroles. And a question.,The librarian brought casseroles. And a question.,#BookTok #Romance #CedarHollow #HandyHearts #DKGrissom #BookLovers,Handy Hearts: The librarian brought casseroles. And a question,"The librarian brought casseroles, and one question nobody in Cedar Hollow had ever asked out loud. Handy Hearts. Coming soon from D.K. Grissom.",0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: weathered blue-collar carpenter hands working with a hammer on wood on a covered porch, warm evening light, sawdust in the air. No text, no books, no author names.",8.0,12.0,"Vertical warm interior shot: small-town library with tall wooden shelves, soft afternoon light streaming through arched windows, a single reading chair by a window, wildflowers on a table. No text, no books visible on shelves, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D19-EVE,2026-10-11,evening,trope,Emotional. Southern. Slow-burning. Yours.,Emotional. Southern. Slow-burning. Yours.,#BookTok #SlowBurn #GrumpySunshine #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Emotional. Southern. Slow-burning. Yours,"Emotional. Small-town. Southern. Slow-burning. If that's your shelf, this book is yours. Handy Hearts. Coming soon from D.K. Grissom.",0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: a leather tool belt, hammer, and coiled measuring tape resting on weathered wooden porch boards, golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wooden rocking chair on a covered Southern porch at sunset, two mismatched coffee mugs on a small table, wildflowers in a mason jar. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D20-MOR,2026-10-12,morning,beat,Grief and hope can share a porch.,Grief and hope can share a porch.,#BookTok #Romance #HealingLove #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Grief and hope can share a porch,Grief and hope can share a porch. That's the first thing you'll learn in Cedar Hollow. Handy Hearts. Coming soon from D.K. Grissom.,0.0,4.0,"Vertical shot: a wildflower meadow at dusk with fireflies rising, warm amber glow on the horizon, distant lights of a small town. No text, no books, no author names.",4.0,8.0,"Vertical wide shot of an old wooden Southern porch in disrepair, weathered peeling paint, a broken step board and sagging railing, wildflowers growing around the base, warm golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wooden rocking chair on a covered Southern porch at sunset, two mismatched coffee mugs on a small table, wildflowers in a mason jar. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D20-EVE,2026-10-12,evening,countdown,Almost time.,Almost time.,#ComingSoon #BookTok #NewRelease #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Almost time,"Almost time. Handy Hearts, the first Cedar Hollow romance from D.K. Grissom, is coming soon. Add it to your reading list.",0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical shot: an old red pickup truck driving down a country dirt road past wildflower fields at golden hour, Cedar Hollow town sign in the distance. No text, no books, no author names.",8.0,12.0,"Vertical shot: a small white Southern church steeple against a burning orange sunset, wildflowers in the foreground, warm painterly light. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D21-MOR,2026-10-13,morning,vibe,A new small-town series is coming.,A new small-town series is coming.,#BookTok #SmallTownRomance #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: A new small-town series is coming,A new small-town Southern romance series is coming. It starts with a widowed carpenter and a broken porch. Handy Hearts. Book One. Coming soon from D.K. Grissom.,0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical wide shot of an old wooden Southern porch in disrepair, weathered peeling paint, a broken step board and sagging railing, wildflowers growing around the base, warm golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wildflower meadow at dusk with fireflies rising, warm amber glow on the horizon, distant lights of a small town. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D21-EVE,2026-10-13,evening,pov,He was the strongest man she'd ever met. He never knew it.,He was the strongest man she'd ever met. He never knew it.,#BookTok #Romance #CedarHollow #HandyHearts #DKGrissom #BookLovers,Handy Hearts: He was the strongest man she'd ever met. He never knew it,He was the strongest man Dana had ever met. He never knew it. That was the part she planned to fix. Handy Hearts. Coming soon from D.K. Grissom.,0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: weathered blue-collar carpenter hands working with a hammer on wood on a covered porch, warm evening light, sawdust in the air. No text, no books, no author names.",8.0,12.0,"Vertical warm interior shot: small-town library with tall wooden shelves, soft afternoon light streaming through arched windows, a single reading chair by a window, wildflowers on a table. No text, no books visible on shelves, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D22-MOR,2026-10-14,morning,trope,Small-town gossip. Handyman hero. Librarian heroine.,Small-town gossip. Handyman hero. Librarian heroine.,#BookTok #SlowBurn #GrumpySunshine #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Small-town gossip. Handyman hero. Librarian heroine,Small-town gossip. Church-potluck matchmaking. A handyman hero and the librarian who moved in across the road. Handy Hearts. Coming soon from D.K. Grissom.,0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: a leather tool belt, hammer, and coiled measuring tape resting on weathered wooden porch boards, golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wooden rocking chair on a covered Southern porch at sunset, two mismatched coffee mugs on a small table, wildflowers in a mason jar. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D22-EVE,2026-10-14,evening,beat,Sometimes healing sounds like a hammer.,Sometimes healing sounds like a hammer.,#BookTok #Romance #HealingLove #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Sometimes healing sounds like a hammer,"Sometimes healing sounds like a hammer, and looks like two mugs of coffee on a Saturday porch. Handy Hearts. Coming soon from D.K. Grissom.",0.0,4.0,"Vertical shot: a wildflower meadow at dusk with fireflies rising, warm amber glow on the horizon, distant lights of a small town. No text, no books, no author names.",4.0,8.0,"Vertical wide shot of an old wooden Southern porch in disrepair, weathered peeling paint, a broken step board and sagging railing, wildflowers growing around the base, warm golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wooden rocking chair on a covered Southern porch at sunset, two mismatched coffee mugs on a small table, wildflowers in a mason jar. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D23-MOR,2026-10-15,morning,pov,Dana didn't come to Cedar Hollow for love. She came to disappear.,Dana didn't come to Cedar Hollow for love. She came to disappear.,#BookTok #Romance #CedarHollow #HandyHearts #DKGrissom #BookLovers,Handy Hearts: Dana didn't come to Cedar Hollow for love. She came to disappear,"Dana didn't come to Cedar Hollow for love. She came to disappear. Cedar Hollow, of course, had other plans. Handy Hearts. Coming soon from D.K. Grissom.",0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: weathered blue-collar carpenter hands working with a hammer on wood on a covered porch, warm evening light, sawdust in the air. No text, no books, no author names.",8.0,12.0,"Vertical warm interior shot: small-town library with tall wooden shelves, soft afternoon light streaming through arched windows, a single reading chair by a window, wildflowers on a table. No text, no books visible on shelves, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D23-EVE,2026-10-15,evening,vibe,Where every broken thing has a story.,Where every broken thing has a story.,#BookTok #SmallTownRomance #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Where every broken thing has a story,"Cedar Hollow. Where every broken thing has a story, and every story has a porch. Handy Hearts. Book One. Coming soon from D.K. Grissom.",0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical wide shot of an old wooden Southern porch in disrepair, weathered peeling paint, a broken step board and sagging railing, wildflowers growing around the base, warm golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wildflower meadow at dusk with fireflies rising, warm amber glow on the horizon, distant lights of a small town. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D24-MOR,2026-10-16,morning,pov,Wes said it first. Nobody listened.,Wes said it first. Nobody listened.,#BookTok #Romance #CedarHollow #HandyHearts #DKGrissom #BookLovers,Handy Hearts: Wes said it first. Nobody listened,"Wes, the vet, saw it before anyone. He said it out loud on the porch of the general store. Nobody listened. They didn't need to. Handy Hearts. Coming soon from D.K. Grissom.",0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: weathered blue-collar carpenter hands working with a hammer on wood on a covered porch, warm evening light, sawdust in the air. No text, no books, no author names.",8.0,12.0,"Vertical warm interior shot: small-town library with tall wooden shelves, soft afternoon light streaming through arched windows, a single reading chair by a window, wildflowers on a table. No text, no books visible on shelves, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D24-EVE,2026-10-16,evening,trope,Grumpy sunshine. Widow's hope. Southern warm.,Grumpy sunshine. Widow's hope. Southern warm.,#BookTok #SlowBurn #GrumpySunshine #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Grumpy sunshine. Widow's hope. Southern warm,Grumpy widower. Sunshine librarian. A whole town leaning on the porch rail waiting to see what happens next. Handy Hearts. Coming soon from D.K. Grissom.,0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: a leather tool belt, hammer, and coiled measuring tape resting on weathered wooden porch boards, golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wooden rocking chair on a covered Southern porch at sunset, two mismatched coffee mugs on a small table, wildflowers in a mason jar. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D25-MOR,2026-10-17,morning,beat,Your favorite next read is almost here.,Your favorite next read is almost here.,#BookTok #Romance #HealingLove #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Your favorite next read is almost here,"Your favorite next read is almost here. Small town. Slow burn. Southern warm. Handy Hearts, from D.K. Grissom. Coming soon.",0.0,4.0,"Vertical shot: a wildflower meadow at dusk with fireflies rising, warm amber glow on the horizon, distant lights of a small town. No text, no books, no author names.",4.0,8.0,"Vertical wide shot of an old wooden Southern porch in disrepair, weathered peeling paint, a broken step board and sagging railing, wildflowers growing around the base, warm golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wooden rocking chair on a covered Southern porch at sunset, two mismatched coffee mugs on a small table, wildflowers in a mason jar. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D25-EVE,2026-10-17,evening,countdown,Cedar Hollow is close.,Cedar Hollow is close.,#ComingSoon #BookTok #NewRelease #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Cedar Hollow is close,"Cedar Hollow is close. Handy Hearts, Book One, is almost here. From D.K. Grissom. Coming soon to Kindle and paperback.",0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical shot: an old red pickup truck driving down a country dirt road past wildflower fields at golden hour, Cedar Hollow town sign in the distance. No text, no books, no author names.",8.0,12.0,"Vertical shot: a small white Southern church steeple against a burning orange sunset, wildflowers in the foreground, warm painterly light. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D26-MOR,2026-10-18,morning,vibe,The porch is broken. The story starts here.,The porch is broken. The story starts here.,#BookTok #SmallTownRomance #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: The porch is broken. The story starts here,The porch is broken. The town is waiting. The story starts here. Handy Hearts. Book One of Cedar Hollow. Coming soon from D.K. Grissom.,0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical wide shot of an old wooden Southern porch in disrepair, weathered peeling paint, a broken step board and sagging railing, wildflowers growing around the base, warm golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wildflower meadow at dusk with fireflies rising, warm amber glow on the horizon, distant lights of a small town. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D26-EVE,2026-10-18,evening,pov,He needed to be seen. She saw him.,He needed to be seen. She saw him.,#BookTok #Romance #CedarHollow #HandyHearts #DKGrissom #BookLovers,Handy Hearts: He needed to be seen. She saw him,He needed to be seen. Not fixed. Not saved. Just seen. She saw him. Handy Hearts. Coming soon from D.K. Grissom.,0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: weathered blue-collar carpenter hands working with a hammer on wood on a covered porch, warm evening light, sawdust in the air. No text, no books, no author names.",8.0,12.0,"Vertical warm interior shot: small-town library with tall wooden shelves, soft afternoon light streaming through arched windows, a single reading chair by a window, wildflowers on a table. No text, no books visible on shelves, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
HH-D27-MOR,2026-10-19,morning,trope,Second chance done Southern.,Second chance done Southern.,#BookTok #SlowBurn #GrumpySunshine #CedarHollow #HandyHearts #DKGrissom,Handy Hearts: Second chance done Southern,"Second chance romance done Southern. Warm, slow, and worth the wait. Handy Hearts. Coming soon from D.K. Grissom.",0.0,4.0,"Vertical shot: Cedar Hollow small Southern town at golden hour, wildflowers by a country road, wooden storefronts and covered porches, warm painterly light. No text, no books, no author names.",4.0,8.0,"Vertical close-up: a leather tool belt, hammer, and coiled measuring tape resting on weathered wooden porch boards, golden hour light. No text, no books, no author names.",8.0,12.0,"Vertical shot: a wooden rocking chair on a covered Southern porch at sunset, two mismatched coffee mugs on a small table, wildflowers in a mason jar. No text, no books, no author names.",12.0,17.5,"Vertical hero shot: an empty rustic wooden table surface in warm golden light, with a steaming mug of coffee to one side and dried wildflowers to the other. Leave the center of the table completely empty. No books, no text, no covers, no author names anywhere in the frame.",queued,
